Rank,Team,Player,FGP,P3P,FTP,Minutes,Points,Rebounds,Assists,WS,WS/48,BPM,VORP,Position,Class Year,Year,School,Conf,G,GS,MP,FG,FGA,FG.PG,P2M,P2MA,P2.PG,P3M,P3MA,P3.PG,FT,FTA,FT.PG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS,Year.1,School.1,Conf.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG.PG1,P2M.1,P2MA.1,P2.PG1,P3M.1,P3MA.1,P3.PG1,FT.1,FTA.1,FT.PG1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,,SOS.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,UTA,Jarnell Stokes,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,1,0.1,PF,Junior,2013-14,Tennessee,SEC,37,37,32.4,5.4,10.1,0.531,5.4,10.1,0.531,0,0,0,4.3,6.2,0.696,4.2,6.4,10.6,2,0.7,0.9,2.1,2,15.1,,7.84,2012-13,Tennessee,SEC,50,47,27.7,4.2,8.0,0.5,4.2,7.9,0.5,0.0,0.1,0.0,2.9,5.2,0.6,3.7,5.3,8.9,1.1,0.8,1.2,2.1,2.4,11.4,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MIL,Johnny O'Bryant,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9,PF,Junior,2013-14,LSU,SEC,34,34,30,5.9,12,0.494,5.9,11.9,0.495,0,0.1,0.333,3.5,5.5,0.634,3,4.7,7.7,1.6,0.5,0.9,3.2,3.2,15.4,,6.61,2012-13,LSU,SEC,57,44,25.3,4.3,9.6,0.5,4.2,9.2,0.5,0.1,0.4,0.3,2.5,4.0,0.6,3.1,4.7,7.7,1.1,0.5,0.7,2.8,2.6,11.1,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TOR,DeAndre Daniels,,,,,,,,,,,,SF,Junior,2013-14,UConn,AAC,38,38,29,4.9,10.6,0.469,3.6,7.4,0.491,1.3,3.2,0.417,1.8,2.3,0.787,1.4,4.6,6,0.4,0.7,1.4,1.5,2.4,13.1,,8.62,2012-13,UConn,Big East,61,42,20.5,2.8,6.4,0.4,2.3,4.4,0.5,0.5,1.9,0.3,1.3,1.8,0.7,0.9,2.8,3.8,0.6,0.6,1.0,1.2,1.8,7.5,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,DET,Spencer Dinwiddie,0.407,0.32,0.8,24.4,11.1,2.6,4.5,13.7,0.104,-0.7,2,PG,Junior,2013-14,Colorado,Pac-12,17,17,31.1,3.6,7.7,0.466,2.1,4,0.515,1.5,3.7,0.413,6,7,0.857,0.5,2.6,3.1,3.8,1.5,0.2,1.8,1.9,14.7,,8.8,2012-13,Colorado,Pac-12,69,69,29.8,3.3,8.1,0.4,2.0,4.7,0.4,1.3,3.4,0.4,4.6,5.6,0.8,0.5,2.9,3.4,2.4,1.0,0.4,1.8,2.2,12.5,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PHI,Jerami Grant,0.461,0.331,0.654,24.1,8.8,3.9,1,18.3,0.094,-1.2,2,PF,Sophomore,2013-14,Syracuse,ACC,32,20,31.4,4.2,8.4,0.496,4.2,8.2,0.506,0,0.2,0,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,,7.25,2012-13,Syracuse,Big East,40,9,14.3,1.4,2.9,0.462,1.2,2.6,0.471,0.2,0.4,0.4,1,1.8,0.562,1.2,1.8,3,0.5,0.4,0.5,0.7,1.4,3.9,,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MIN,Glenn Robinson,0.441,0.361,0.735,14.8,4.5,2.2,0.6,5,0.072,-2.5,-0.4,SF,Sophomore,2013-14,Michigan,Big Ten,37,37,32.3,4.9,10.1,0.488,4,7.2,0.562,0.9,2.9,0.306,2.4,3.1,0.757,1.5,3,4.4,1.2,0.9,0.3,1.2,1.5,13.1,,9.65,2012-13,Michigan,Big Ten,39,39,33.6,4.3,7.5,0.572,3.7,5.7,0.652,0.6,1.8,0.324,1.8,2.7,0.676,2.1,3.3,5.4,1.1,1,0.3,0.8,1.1,11,,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,DEN,Nikola Jokić,0.523,0.344,0.828,28.4,16.2,9.6,5.2,39.6,0.213,7.6,21.6,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,HOU,Nick Johnson,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3,SG,Junior,2013-14,Arizona,Pac-12,38,38,33.1,5.4,12.5,0.432,3.8,8,0.469,1.6,4.4,0.367,3.8,4.9,0.781,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2,16.3,,9.04,2012-13,Arizona,Pac-12,70,63,29.8,3.4,8.2,0.4,2.2,4.9,0.4,1.2,3.4,0.3,2.3,3.3,0.7,0.5,3.0,3.5,2.8,1.3,0.6,1.9,2.1,10.2,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ATL,Edy Tavares,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.6,0,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MIN,Markel Brown,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.8,-0.4,PG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CHH,Dwight Powell,0.553,0.298,0.748,17.8,7.5,4.5,0.9,22.5,0.181,2,6,PF,Senior,2013-14,Stanford,Pac-12,36,36,32.4,4.9,10.5,0.462,4.6,9.4,0.485,0.3,1.1,0.256,4,5.9,0.687,1.9,4.9,6.9,3.1,1.3,0.8,2.9,3.1,14,,9,2012-13,Stanford,Pac-12,100,69,24.0,3.4,7.3,0.5,3.2,6.5,0.5,0.2,0.8,0.3,2.6,3.5,0.7,1.5,4.5,6.1,1.3,0.8,0.9,1.8,2.8,9.6,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,WAS,Jordan Clarkson,0.445,0.335,0.818,27.5,14.7,3.2,2.7,11.1,0.05,-1.7,0.7,SG,Senior,2013-14,Missouri,SEC,35,35,35.1,6,13.3,0.448,5.1,10.1,0.501,0.9,3.3,0.281,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,,6.86,2011-12,Tulsa,CUSA,58,40,29.7,4.6,10.5,0.4,3.5,7.4,0.5,1.1,3.1,0.3,4.0,5.0,0.8,0.8,2.2,3.1,2.2,0.8,0.3,2.8,2.4,14.2,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PHI,Russ Smith,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-6.4,-0.1,PG,Senior,2013-14,Louisville,AAC,37,36,29.3,6.1,13,0.468,4.2,8.1,0.517,1.9,4.9,0.387,4.1,5.9,0.705,0.8,2.5,3.3,4.6,2,0.1,2.8,2.5,18.2,,4.79,2012-13,Louisville,Big East,96,44,22.4,4.1,10.6,0.4,3.0,7.1,0.4,1.2,3.5,0.3,3.5,4.4,0.8,0.7,1.8,2.5,2.1,1.9,0.1,2.2,2.4,12.9,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MIL,Lamar Patterson,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.5,-0.4,SG,SuperSenior,2013-14,Pitt,ACC,36,36,32.6,5.6,12.7,0.441,3.4,7,0.484,2.2,5.7,0.388,3.7,4.9,0.754,1,3.9,4.9,4.3,1.4,0.3,2.6,2,17.1,,7.54,2012-13,Pitt,Big East,113,70,21.7,2.4,5.7,0.4,1.6,3.4,0.5,0.8,2.3,0.4,1.3,1.9,0.7,1.2,2.4,3.7,2.4,0.8,0.3,1.4,1.8,7.0,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CHI,Cameron Bairstow,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-7.7,-0.2,PF,Senior,2013-14,New Mexico,MWC,34,34,32.9,7,12.5,0.556,6.9,12.4,0.558,0,0.1,0.333,6.4,8.8,0.735,2.2,5.1,7.4,1.6,0.6,1.5,2,2.1,20.4,,4.84,2012-13,New Mexico,MWC,100,21,16.7,1.8,3.8,0.5,1.8,3.8,0.5,0.0,0.0,0.0,1.8,2.6,0.7,1.6,2.3,3.8,0.5,0.4,0.5,0.9,2.1,5.5,,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PHO,Alec Brown,,,,,,,,,,,,PF,Senior,2013-14,Green Bay,Horizon,30,30,30.3,5.5,11.6,0.476,4.1,8.2,0.498,1.4,3.3,0.42,2.9,4,0.727,2.1,3.6,5.7,1,0.5,3.1,2.2,2.2,15.3,,0.11,2012-13,Green Bay,Horizon,96,95,29.0,4.6,9.9,0.5,4.2,8.9,0.5,0.4,1.0,0.4,3.2,4.2,0.8,2.3,4.2,6.6,0.8,0.6,2.2,2.0,2.8,12.7,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,NYK,Thanasis Antetokounmpo,0.667,0,,4,2.7,1,0.3,0.1,0.304,1.3,0,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PHI,Vasilije Micić,,,,,,,,,,,,PG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MIN,Alessandro Gentile,,,,,,,,,,,,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PHI,Nemanja Dangubić,,,,,,,,,,,,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MIA,Semaj Christon,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-6.3,-1.1,PG,Sophomore,2013-14,Xavier,Big East,34,34,35.3,5.9,12.4,0.479,5.4,10.9,0.491,0.6,1.4,0.388,4.6,6.9,0.668,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,,8.13,2012-13,Xavier,A-10,30,29,34.2,5.4,12.2,0.444,5.2,11.2,0.46,0.2,0.9,0.25,4.2,6.2,0.672,0.2,2.7,2.9,4.6,1.5,0.1,3.6,2.7,15.2,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,DEN,Devyn Marble,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5,-0.3,SG,Senior,2013-14,Iowa,Big Ten,33,33,30.2,5.5,13.2,0.42,4,8.7,0.456,1.6,4.5,0.349,4.3,6,0.714,0.8,2.4,3.2,3.6,1.8,0.2,1.7,1.9,17,,7.43,2012-13,Iowa,Big Ten,103,70,26.7,3.7,8.9,0.4,2.9,6.6,0.4,0.8,2.4,0.3,2.8,3.8,0.7,0.9,2.6,3.5,2.7,1.1,0.3,1.7,1.4,11.0,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,IND,Louis Labeyrie,,,,,,,,,,,,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,SAS,Jordan McRae,0.428,0.351,0.788,10.7,5,1.2,0.9,1,0.052,-5,-0.7,SG,Senior,2013-14,Tennessee,SEC,37,37,32.2,6,13.8,0.436,3.9,7.8,0.502,2.1,6.1,0.351,4.5,5.7,0.788,0.7,2.8,3.5,2.5,0.7,1,2.1,2.1,18.7,,7.84,2012-13,Tennessee,SEC,77,37,24.6,3.6,8.8,0.4,2.2,5.0,0.4,1.3,3.8,0.3,2.4,3.1,0.8,0.6,2.5,3.1,1.5,0.6,0.8,1.9,1.8,10.8,,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,TOR,Xavier Thames,,,,,,,,,,,,SG,Senior,2013-14,San Diego State,MWC,36,36,31.3,5.2,12.7,0.411,3.5,8.2,0.432,1.7,4.5,0.374,5.4,6.5,0.834,0.6,2.3,2.9,3.2,1.6,0.1,1.4,2,17.6,,4.86,2012-13,San Diego State,MWC,92,59,26.7,2.6,6.8,0.4,1.9,4.7,0.4,0.7,2.1,0.3,2.2,2.8,0.8,0.5,2.0,2.5,2.6,0.9,0.2,1.7,1.8,8.1,,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SAS,Cory Jefferson,0.444,0.125,0.583,10,3.5,2.8,0.3,0,,,,PF,Senior,2013-14,Baylor,Big 12,38,38,29,4.8,9.7,0.5,4.5,8.7,0.515,0.4,1,0.368,3.6,5.6,0.64,2.8,5.4,8.2,1,0.4,1.3,1.3,2.2,13.7,,10.11,2012-13,Baylor,Big 12,92,38,16.2,2.7,4.6,0.6,2.7,4.5,0.6,0.0,0.1,0.3,1.6,2.3,0.7,1.5,3.0,4.5,0.2,0.3,1.3,0.5,1.5,7.0,,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CLE,Anthony Bennett,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7,PF,Freshman,2012-13,UNLV,MWC,35,31,27.1,5.8,10.8,0.533,4.7,8.1,0.587,1,2.7,0.375,3.5,5.1,0.701,2.5,5.7,8.1,1,0.7,1.2,1.9,2.3,16.1,,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ORL,Victor Oladipo,0.443,0.352,0.793,33.2,17.5,4.6,4,24.2,0.087,1.1,10.4,SG,Junior,2012-13,Indiana,Big Ten,36,36,28.4,5.1,8.4,0.599,4.2,6.6,0.644,0.8,1.9,0.441,2.7,3.6,0.746,2.6,3.7,6.3,2.1,2.2,0.8,2.3,2.5,13.6,,8.38,2011-12,Indiana,Big Ten,68,39,22.6,3.3,6.6,0.5,3.0,5.5,0.5,0.3,1.1,0.3,2.3,3.4,0.7,1.7,2.9,4.5,1.5,1.3,0.4,1.8,2.4,9.2,,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WAS,Otto Porter,0.482,0.405,0.791,26.9,11,5,1.5,29.5,0.129,1.9,10.8,SF ,Sophomore,2012-13,Georgetown,Big East,31,30,35.4,5.4,11.3,0.48,4,8,0.504,1.4,3.3,0.422,3.9,5.1,0.777,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2,16.2,,7.59,2011-12,Georgetown,Big East,33,8,29.7,3.8,7.2,0.525,3.4,5.6,0.611,0.4,1.6,0.226,1.8,2.5,0.702,2,4.8,6.8,1.5,1.1,0.8,1.2,1.9,9.7,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CHA,Cody Zeller,0.512,0.276,0.739,23,8.3,5.9,1.4,24.9,0.14,0.8,6.1,C,Sophomore,2012-13,Indiana,Big Ten,36,36,29.5,5.5,9.8,0.564,5.5,9.8,0.567,0,0.1,0,5.4,7.2,0.757,2.8,5.2,8,1.3,1,1.3,2.3,2.2,16.5,,8.38,2011-12,Indiana,Big Ten,36,36,28.5,5.6,8.9,0.623,5.6,8.9,0.623,0,0,0,4.5,6,0.755,2.4,4.1,6.6,1.3,1.4,1.2,1.7,2.7,15.6,,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PHO,Alex Len,0.485,0.333,0.695,19.8,7.9,6.3,0.8,15.6,0.09,-1.6,0.8,C,Sophomore,2012-13,Maryland,ACC,38,37,26.4,4.6,8.5,0.534,4.5,8.3,0.544,0,0.2,0.125,2.8,4,0.686,2.9,5,7.8,1,0.2,2.1,1.6,2.7,11.9,,4.66,2011-12,Maryland,ACC,22,11,21.2,2.4,4.3,0.553,2.4,4.2,0.559,0,0,0,1.2,2.1,0.587,1.6,3.8,5.4,0.6,0.2,2.1,1.5,2.5,6,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,NOH,Nerlens Noel,0.526,0.25,0.636,22.7,8.1,6.4,1.2,17.5,0.12,1.7,6.6,C,Freshman,2012-13,Kentucky,SEC,24,24,31.9,4.1,6.9,0.59,4.1,6.9,0.59,0,0,0,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SAC,Ben McLemore,0.415,0.352,0.783,23.5,8.7,2.4,1.1,4.7,0.026,-2.8,-1.8,SG,Freshman,2012-13,Kansas,Big 12,37,36,32.2,5.4,10.8,0.495,3.4,6.1,0.553,2,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2,1,0.7,2.1,1.9,15.9,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DET,Kentavious Caldwell-Pope,0.412,0.344,0.798,29.6,11.8,3.3,1.6,24,0.081,0,7.1,SG ,Sophomore,2012-13,Georgia,SEC,32,30,33.9,5.8,13.4,0.433,3.2,6.4,0.498,2.6,7,0.373,4.2,5.3,0.799,1.2,5.9,7.1,1.8,2,0.5,2,2.2,18.5,,6.09,2011-12,Georgia,SEC,32,30,32.1,4.8,12,0.396,2.7,5.3,0.512,2,6.7,0.304,1.7,2.5,0.654,1.4,3.8,5.2,1.2,1.8,0.3,1.1,2.2,13.2,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MIN,Trey Burke,0.408,0.341,0.8,23.6,10.9,2.1,3.6,10.4,0.058,-2.2,-0.4,PG,Sophomore,2012-13,Michigan,Big Ten,39,39,35.3,6.6,14.4,0.463,4.7,9.3,0.506,1.9,5.1,0.384,3.4,4.3,0.801,0.5,2.6,3.2,6.7,1.6,0.5,2.2,1.9,18.6,,10.05,2011-12,Michigan,Big Ten,34,32,36.1,5.2,12,0.433,3.5,7.2,0.49,1.7,4.8,0.348,2.7,3.7,0.744,0.6,2.8,3.5,4.6,0.9,0.4,2.8,1.6,14.8,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
